water_pH,TDS,water_temp
8.24,344,23.5
7.35,433,23.63
9.61,421,23.19
9.23,683,23.81
8.56,361,24.69
9.46,303,24.94
12.59,379,24.13
7.29,315,24.69
7.3,564,25.69
7.52,310,23.63
6.96,369,25.13
9.91,332,22.81
7.25,438,23.31
6.91,343,25.38
8.08,303,24.94
5.85,321,24.5
9.72,364,25.0
6.82,321,24.25
8.23,331,22.38
6.11,413,25.13
7.12,341,25.69
9.82,338,23.44
9.23,339,22.75
7.56,343,25.63
7.56,303,24.81
9.49,440,23.5
9.25,304,24.06
9.91,342,22.94
6.78,310,23.75
6.81,367,24.81
7.4,342,23.31
6.94,435,23.5
7.45,307,24.63
6.91,339,23.75
8.93,345,23.69
6.98,317,24.44
8.28,309,24.81
8.47,297,23.88
9.11,368,25.56
9.64,342,23.5
6.98,332,24.94
7.21,313,24.69
6.41,765,25.13
8.0,447,23.94
10.02,343,23.69
10.1,336,22.88
6.33,373,24.69
7.76,310,23.63
6.6,321,23.88
5.66,296,24.69
7.34,667,25.38
5.64,565,26.5
5.56,1352,25.38
8.48,342,23.13
6.4,529,25.56
5.64,539,26.31
8.7,342,23.25
6.5,543,26.94
8.93,344,23.38
10.48,909,24.75
8.82,410,24.13
5.96,306,23.81
7.29,296,24.63
9.92,332,22.94
10.25,308,24.19
9.72,361,24.25
6.59,431,23.19
8.17,338,23.06
6.91,321,24.06
7.21,303,24.75
7.76,443,23.44
7.76,415,24.13
7.68,339,23.63
5.71,296,25.25
6.97,443,23.44
8.41,336,22.88
7.33,298,24.75
9.24,783,23.19
6.58,325,24.06
8.77,311,24.44
8.35,448,23.5
6.07,512,25.75
7.27,342,23.44
5.59,437,24.06
8.87,393,24.63
6.88,325,24.44
8.45,345,23.75
7.43,346,23.63
6.11,802,23.56
8.73,337,22.75
9.94,435,23.5
9.18,411,25.25
10.98,380,24.81
9.75,378,24.75
9.61,309,25.06
6.52,306,24.0
5.92,512,25.63
9.42,309,24.5
7.9,335,22.75
7.76,413,24.13
7.07,444,24.19
5.68,496,25.44
5.78,294,24.69
7.73,304,24.31
9.51,340,23.25
7.17,361,24.69
8.96,340,23.13
10.1,339,22.81
8.03,387,22.88
6.96,431,23.13
6.27,439,24.0
6.99,320,24.69
6.33,661,24.75
7.06,327,24.38
9.92,428,24.88
9.68,334,22.94
9.42,312,23.94
8.51,363,24.5
6.81,295,24.19
9.78,344,23.06
6.38,349,23.88
7.84,312,23.75
5.87,321,24.5
8.02,331,22.69
8.69,349,24.5
7.6,261,25.44
8.52,306,24.5
11.02,412,23.31
5.72,444,23.94
6.79,298,24.25
7.05,431,23.13
7.66,330,24.44
10.58,909,24.13
8.53,416,23.56
7.59,405,24.38
11.36,419,22.94
11.15,924,24.25
8.51,295,24.0
7.08,420,23.81
8.45,346,23.56
6.46,381,23.94
7.64,303,25.06
9.92,367,25.06
8.8,306,24.25
7.86,338,23.0
7.46,729,22.94
9.19,342,23.63
8.41,349,24.13
6.03,304,25.5
7.76,790,23.56
9.48,349,24.31
5.88,318,25.0
7.57,305,24.81
6.07,294,24.63
7.52,346,23.5
8.25,319,24.69
7.68,302,24.44
8.43,340,22.88
7.35,443,23.31
9.25,336,22.81
7.57,436,23.38
6.79,304,24.69
7.3,302,24.75
10.22,303,23.75
5.75,515,25.56
7.54,305,25.19
10.2,299,23.69
10.86,362,25.0
7.19,316,23.5
6.35,435,23.56
5.78,512,25.5
5.94,327,24.31
9.72,342,23.31
10.41,304,24.06
5.78,535,26.63
10.32,299,23.69
8.55,345,24.19
5.77,491,25.25
6.37,341,25.5
9.26,345,23.63
6.99,441,24.13
9.82,423,24.81
8.6,336,23.19
7.54,313,24.63
10.1,338,22.94
10.42,344,23.5
8.9,413,23.69
6.41,316,23.81
7.68,446,24.25
7.77,266,24.69
9.37,304,24.44
7.8,296,24.63
8.31,336,23.0
9.49,376,24.5
7.23,296,24.44
9.85,367,24.94
9.27,337,22.69
9.2,678,23.56
5.81,1092,24.0
6.71,327,22.13
6.64,538,25.56
9.71,783,23.44
10.45,294,23.69
7.49,340,23.25
7.71,331,22.81
10.46,390,23.94
10.89,367,24.81
5.54,438,23.5
7.54,330,21.94
8.49,340,24.88
6.44,350,23.63
6.35,314,23.75
5.75,553,26.63
11.83,909,22.44
6.09,435,23.75
7.69,541,25.56
7.45,339,25.38
7.14,343,25.44
7.65,312,23.81
9.15,369,25.0
10.25,338,22.88
6.81,325,24.5
8.66,346,23.5
6.04,396,24.5
10.36,294,23.75
8.11,336,23.06
5.94,421,23.38
9.47,351,24.44
8.5,298,24.88
7.6,266,24.81
7.64,246,25.0
9.49,339,23.56
9.01,336,23.38
7.64,413,25.5
6.61,435,23.88
6.32,373,25.31
8.18,328,22.06
9.3,311,24.5
7.19,413,23.75
9.78,306,24.13
8.22,415,24.06
8.12,309,24.94
8.95,346,23.63
7.74,431,23.31
8.05,314,23.88
9.29,309,25.0
9.47,363,24.56
12.76,388,24.06
7.48,295,24.31
7.73,331,22.81
6.98,325,24.38
6.69,321,24.5
5.88,368,25.38
7.7,305,24.69
9.58,415,23.81
9.63,390,25.44
6.47,442,24.06
7.8,329,24.19
7.26,312,23.56
8.43,343,24.06
8.21,312,23.63
7.31,410,24.19
7.51,343,23.75
6.47,330,22.0
7.81,336,21.94
8.23,304,24.19
7.51,338,22.94
8.72,415,23.81
5.74,645,24.75
7.4,295,24.31
5.96,568,26.63
7.41,443,23.38
9.26,342,23.63
9.44,342,23.25
10.42,385,23.0
6.36,437,23.63
6.72,305,25.25
9.31,304,24.13
8.32,418,23.81
8.13,339,22.75
8.13,310,23.94
6.58,455,23.75
6.96,333,22.75
8.55,332,23.13
11.95,385,23.0
9.08,311,24.63
8.03,446,24.25
9.11,329,22.75
9.34,343,22.75
7.81,333,22.69
5.83,450,26.25
5.79,437,23.81
6.02,296,24.75
8.1,311,24.56
9.02,376,24.31
7.74,1076,23.13
8.97,343,22.81
8.98,343,24.19
6.9,440,23.44
8.47,332,23.06
9.7,367,24.69
10.17,395,23.38
6.1,306,24.13
8.06,340,23.06
6.63,447,23.94
8.53,342,23.5
6.11,514,25.81
7.03,440,23.38
7.67,401,24.19
5.62,321,23.88
7.41,308,23.69
7.19,439,24.25
8.23,342,23.13
8.29,438,23.5
6.25,295,24.31
8.6,777,23.56
7.0,342,25.0
8.16,381,24.31
8.04,439,24.13
8.16,341,22.75
9.41,345,24.38
5.52,325,24.44
9.33,310,23.88
6.16,306,24.25
10.11,344,23.13
8.58,342,23.63
6.69,331,22.13
8.23,700,24.69
8.66,413,25.56
6.91,307,24.69
10.26,340,23.25
9.37,393,24.63
8.29,374,24.38
9.9,338,22.88
9.98,343,23.69
8.11,303,24.94
6.45,383,24.31
9.66,340,23.31
9.61,344,23.19
8.05,339,22.75
10.13,297,23.75
7.91,332,25.19
9.68,340,22.94
8.38,436,23.19
7.97,317,24.69
6.51,321,24.44
9.36,299,23.75
8.3,346,23.56
8.48,340,25.13
6.42,301,25.19
8.21,336,24.75
9.32,343,23.69
8.2,343,23.69
7.51,302,24.38
6.33,532,25.44
9.0,310,23.69
5.99,541,26.75
13.15,400,24.75
8.54,342,23.38
10.21,345,22.75
7.35,341,23.94
5.53,361,24.38
9.98,363,24.38
6.75,314,23.88
7.5,439,24.25
5.56,437,24.06
7.2,333,22.69
5.85,418,25.13
6.74,318,25.13
6.83,315,24.69
7.99,426,23.19
7.74,672,24.19
8.14,310,23.75
6.57,316,23.56
7.86,326,24.94
8.58,340,23.19
9.46,343,23.69
6.58,334,25.06
7.75,344,23.63
8.8,339,23.88
7.94,416,23.5
9.63,350,23.56
8.93,374,25.69
7.54,339,23.63
8.13,447,23.88
7.09,340,23.06
8.92,339,22.75
8.78,423,24.81
9.66,334,23.13
7.83,326,24.63
6.4,332,25.19
11.53,384,23.25
8.87,343,23.69
6.81,729,24.81
8.51,331,22.69
7.15,332,24.44
10.03,306,23.69
9.29,310,23.56
7.15,294,24.81
8.99,346,23.56
5.52,321,24.19
10.09,421,24.88
8.29,421,24.63
11.93,394,22.69
9.16,331,22.56
7.96,309,24.81
8.57,340,23.19
6.38,361,24.75
9.77,372,25.44
8.0,393,24.75
6.04,361,24.31
9.87,368,25.5
9.86,421,24.75
8.38,349,24.19
8.71,333,24.38
6.17,303,25.56
6.43,541,25.38
8.41,378,24.25
9.32,426,23.44
7.7,311,24.88
9.75,335,22.75
8.47,307,25.06
8.67,374,25.81
9.1,342,23.56
7.21,363,24.75
7.95,313,24.75
9.43,309,24.75
9.24,340,23.31
5.8,510,25.44
8.97,331,22.63
6.13,296,24.44
8.27,434,23.06
8.43,330,25.0
7.02,325,24.38
6.82,439,24.19
6.21,296,24.88
8.78,346,23.63
7.25,1473,26.0
6.13,339,23.69
7.38,331,22.63
7.87,418,23.88
5.85,280,25.13
7.76,351,24.13
9.14,342,23.38
8.55,417,24.13
5.51,735,24.63
6.1,508,26.38
6.01,303,25.06
9.77,368,25.75
6.11,437,23.69
8.32,336,23.19
6.37,435,23.44
6.07,326,24.56
9.01,395,24.81
8.1,783,23.5
9.22,424,24.38
8.8,340,23.0
5.72,296,24.38
6.25,535,26.81
5.91,321,24.19
6.84,706,24.31
6.44,363,24.5
6.41,304,24.44
6.89,375,25.06
6.02,522,26.0
8.59,338,22.94
9.32,344,23.44
9.52,373,24.81
7.31,312,23.63
6.94,338,24.88
10.33,365,24.63
8.56,344,23.56
9.69,363,24.63
5.79,515,25.44
10.05,344,23.38
9.69,344,23.5
6.73,295,24.38
9.8,307,25.0
7.21,405,23.38
7.73,381,24.25
7.5,302,24.25
9.67,363,24.25
7.78,319,24.25
6.02,333,22.06
7.45,441,23.25
9.36,349,24.31
9.66,344,23.5
5.75,1382,25.44
8.54,339,25.38
8.48,330,24.88
6.02,509,25.69
6.67,296,24.5
6.0,678,25.13
8.44,338,23.13
9.36,302,23.94
8.35,334,23.44
7.71,312,24.0
8.37,378,24.38
7.12,341,25.38
6.87,339,24.38
5.56,510,25.5
7.74,355,24.25
6.24,428,24.69
5.9,296,24.69
9.11,309,24.75
7.25,378,24.25
8.4,363,24.56
9.29,338,23.0
7.5,331,24.38
10.94,417,23.19
6.37,302,24.25
9.04,332,24.44
9.8,339,22.75
8.7,345,24.31
9.45,402,25.25
10.3,299,23.69
7.23,303,24.81
8.89,304,23.94
7.36,331,22.5
7.88,342,23.38
8.52,307,24.44
8.58,308,24.25
5.72,324,24.63
7.66,332,25.13
7.26,313,24.56
6.58,318,23.5
9.1,331,24.38
7.21,305,25.06
7.24,259,25.38
6.73,325,24.44
6.04,428,24.63
9.39,369,24.94
5.83,296,25.25
9.25,645,23.94
5.66,321,23.94
10.47,369,24.88
8.29,683,23.63
6.58,549,25.88
8.91,340,22.94
7.29,441,23.31
5.92,553,26.75
8.97,346,23.56
8.01,328,22.0
6.96,525,26.19
8.77,340,23.06
7.07,321,24.13
6.29,411,25.13
7.7,310,24.25
7.53,306,23.88
7.18,295,24.19
6.58,324,24.56
8.84,342,23.63
5.83,461,25.94
7.6,329,22.56
6.97,442,23.63
6.12,321,24.13
7.47,444,23.94
8.74,741,24.44
7.23,331,22.63
10.61,334,24.69
7.71,309,24.88
9.22,331,24.19
9.72,368,25.38
7.01,321,24.13
7.63,342,23.63
8.85,339,22.81
7.32,301,24.88
10.41,299,23.81
7.53,342,23.13
9.43,423,23.44
7.02,531,26.13
9.77,430,23.69
9.47,309,25.0
10.11,290,23.75
9.13,329,22.75
5.79,542,26.25
6.15,438,23.63
5.76,472,26.63
8.04,305,24.63
5.52,321,23.88
8.31,420,24.0
7.15,344,23.44
5.8,571,26.44
10.18,340,23.19
8.96,428,24.81
10.03,338,23.25
13.02,383,24.44
9.19,329,24.19
8.13,441,24.19
7.93,429,24.38
8.96,304,24.25
7.47,342,23.63
9.82,302,24.0
6.92,440,23.5
9.02,344,23.25
8.94,349,24.38
6.23,280,24.75
6.04,325,24.25
7.24,369,24.88
7.57,344,24.63
5.69,424,24.63
9.38,909,23.13
6.66,324,24.69
7.2,364,24.94
11.12,422,22.75
9.04,368,25.5
6.44,344,25.06
9.05,304,24.69
5.76,301,25.19
8.21,331,24.19
7.91,547,25.31
5.54,317,24.06
7.52,295,24.5
7.31,577,25.69
6.48,296,24.31
7.7,445,23.38
7.99,315,24.25
8.49,338,23.06
6.02,381,23.94
9.05,436,24.25
8.81,330,24.75
9.12,374,25.75
8.5,340,23.06
5.92,477,24.06
8.82,339,23.56
7.11,441,24.19
7.16,1068,23.75
6.48,315,24.06
9.15,421,24.63
7.77,339,23.63
8.57,365,24.63
6.37,444,24.0
6.4,303,24.94
6.82,312,23.63
10.01,396,23.19
6.78,434,23.94
9.36,312,23.81
9.01,345,23.88
7.29,341,25.56
7.01,325,24.5
10.28,342,23.31
11.8,392,22.56
6.77,324,22.13
6.24,439,24.13
7.51,765,23.19
5.76,294,24.63
11.79,393,23.25
7.92,689,24.25
7.53,309,24.75
7.67,311,24.44
9.03,343,22.75
7.1,438,23.06
14.56,340,24.5
6.21,1391,26.5
7.52,305,25.13
9.49,378,24.63
9.53,367,24.94
8.55,334,26.06
8.41,332,24.88
7.61,331,24.31
6.29,868,24.88
9.03,304,23.88
9.28,338,22.94
8.63,345,24.13
8.92,311,24.44
5.59,325,24.44
7.05,321,24.06
9.04,374,25.69
9.86,345,24.13
7.8,413,24.19
7.86,312,23.56
7.37,268,24.31
6.05,1463,26.75
9.44,334,23.06
7.78,344,23.5
7.86,308,23.69
6.17,526,25.56
5.86,534,26.13
6.28,330,22.0
9.75,301,25.0
9.26,317,24.0
13.54,393,24.63
6.18,325,24.19
5.91,266,24.81
6.01,321,24.0
8.1,333,22.81
10.12,342,23.38
6.31,480,24.0
6.66,340,25.06
7.0,434,23.06
7.62,327,22.13
9.74,410,24.0
7.28,561,24.81
6.41,440,23.81
9.02,416,23.69
6.59,293,24.19
7.64,334,21.94
7.51,304,24.56
11.93,396,22.88
6.32,349,23.81
5.76,298,24.81
10.08,421,24.94
6.65,437,23.88
8.01,309,24.81
6.13,394,24.25
7.5,1117,23.75
5.95,338,24.63
6.79,332,23.06
10.26,341,22.75
5.88,510,25.44
6.53,330,25.13
6.93,331,22.56
8.84,306,24.31
5.86,294,24.88
6.3,350,23.75
10.08,304,24.0
6.88,882,25.31
8.23,307,24.75
5.77,412,24.38
6.17,306,25.44
7.76,444,24.13
8.67,331,22.56
9.02,345,23.69
6.34,437,24.06
7.09,342,24.69
8.33,440,23.5
5.99,287,23.38
9.9,338,22.94
6.43,375,25.25
5.51,321,24.38
5.83,437,23.88
8.9,350,23.25
8.09,431,23.19
9.88,339,22.81
8.78,418,23.69
9.28,338,23.0
7.31,433,23.38
9.74,384,24.69
10.1,305,23.69
8.43,376,24.19
8.72,342,23.63
6.5,369,24.88
9.79,340,23.19
9.24,344,24.63
8.42,343,22.81
7.91,344,23.63
7.2,344,23.25
8.08,344,23.38
9.13,369,25.06
7.32,430,23.5
7.86,332,24.5
9.23,311,24.5
8.01,387,24.63
5.51,369,25.0
6.58,314,23.56
5.8,450,26.13
7.02,321,23.94
5.92,296,24.44
8.05,306,24.44
6.27,434,24.0
6.85,327,24.13
9.12,342,23.06
8.47,327,22.19
8.93,309,24.63
5.73,1401,25.31
5.93,269,25.13
7.48,331,22.44
9.67,346,23.5
9.15,344,23.19
9.74,342,23.25
8.58,332,24.88
6.55,1092,23.5
7.24,534,26.0
5.89,421,24.81
7.56,330,24.56
6.64,304,24.5
5.9,513,25.44
6.86,343,25.56
5.6,556,26.63
8.82,416,23.75
6.03,343,25.38
9.92,342,23.25
8.19,452,23.63
7.21,525,26.19
5.97,525,26.13
9.89,307,24.38
5.77,365,24.63
9.98,299,23.94
9.01,342,23.44
10.06,342,23.25
8.66,308,24.31
7.69,455,23.81
9.05,308,23.56
8.41,418,23.88
8.26,329,22.56
10.18,403,22.81
8.66,329,24.19
7.53,747,25.0
6.97,548,26.19
7.25,848,24.63
9.02,339,23.63
7.48,312,24.19
6.53,308,23.88
9.07,343,23.75
6.47,319,24.19
6.87,296,24.56
8.6,311,24.31
8.3,349,24.25
8.78,414,23.38
9.76,765,22.94
5.99,305,25.31
7.02,319,24.69
7.6,267,24.31
9.1,306,24.06
10.38,344,23.56
7.44,410,24.13
5.59,1159,26.38
8.48,423,23.5
9.89,360,24.88
9.24,296,24.5
5.66,568,26.56
11.98,888,24.31
6.01,383,24.13
6.37,529,25.56
9.1,415,23.81
5.57,320,25.06
7.45,307,24.63
7.63,434,23.06
8.42,338,24.75
9.01,309,24.69
9.18,346,23.63
8.99,340,23.06
7.9,309,24.75
6.7,438,23.06
9.4,338,23.06
7.57,304,24.44
6.21,539,26.44
6.82,538,26.56
9.2,425,22.31
8.29,445,23.5
6.12,321,23.88
6.77,334,25.13
10.48,290,23.75
5.88,342,24.63
6.18,289,23.38
8.03,329,22.25
8.19,331,24.19
6.0,303,24.88
8.55,317,24.06
6.02,506,25.94
6.44,325,24.31
9.03,307,24.88
5.65,430,23.88
6.57,538,25.56
7.38,296,24.63
8.32,790,23.5
8.26,306,24.31
6.9,302,24.5
5.58,321,24.31
6.88,423,23.38
7.49,418,23.88
9.6,303,23.69
6.4,439,24.13
8.1,694,23.94
7.6,259,25.38
8.08,350,23.69
6.77,325,24.44
7.98,442,23.88
8.51,343,23.69
6.65,433,23.19
7.81,406,24.19
7.0,334,23.38
6.07,373,25.0
7.93,343,23.75
9.0,344,23.63
6.64,319,24.31
5.92,437,23.94
6.64,301,25.0
5.93,515,25.56
8.73,299,23.69
11.0,1013,23.06
8.75,418,23.63
7.46,416,23.69
7.72,310,23.75
8.76,293,23.94
7.78,336,23.19
7.74,783,23.5
11.94,410,22.81
9.01,338,23.06
8.39,327,22.19
7.62,331,22.5
7.41,317,24.44
8.51,418,23.5
10.15,651,23.88
9.15,306,24.38
8.49,790,23.75
7.48,413,24.13
9.46,349,24.44
9.86,342,23.31
6.85,421,24.75
9.24,419,24.81
7.43,441,24.25
6.9,319,23.94
7.86,319,24.56
8.19,309,24.38
6.58,321,23.88
9.01,408,25.38
5.96,553,26.69
7.66,329,22.75
6.24,327,24.31
8.62,329,22.63
9.13,374,25.56
5.58,541,25.63
8.2,304,24.19
7.05,522,26.25
6.78,443,23.38
10.34,341,22.75
10.69,303,23.88
6.17,310,23.88
6.05,438,23.56
7.35,452,23.69
9.07,344,23.31
9.02,353,24.25
9.45,339,22.81
8.05,416,23.63
5.94,440,23.81
7.58,254,25.31
8.94,310,24.13
6.87,321,24.19
5.62,536,26.25
8.12,330,24.88
6.08,332,21.94
8.91,329,22.75
6.24,303,24.81
6.48,321,24.19
8.1,431,23.13
10.93,365,24.81
9.26,310,24.06
6.76,339,25.19
9.97,338,23.0
8.96,357,24.25
5.63,522,26.38
7.81,332,25.0
8.22,313,24.06
8.39,443,23.31
6.47,329,22.81
8.04,331,22.31
9.98,442,23.69
8.63,336,23.0
9.44,335,22.75
8.2,340,23.06
9.7,344,23.5
8.48,302,24.38
7.03,311,23.38
9.68,354,24.69
7.93,1100,24.13
5.95,442,24.13
8.21,341,23.75
9.15,678,24.94
5.71,321,24.13
6.34,442,24.13
8.38,327,22.25
8.1,332,24.88
10.05,336,23.06
7.6,245,25.06
9.08,329,22.69
8.38,315,24.69
6.6,542,26.31
7.05,329,22.56
8.83,421,24.94
5.6,324,24.69
8.52,421,23.5
8.26,338,23.13
7.16,442,22.44
7.55,415,23.88
7.51,329,22.5
5.91,515,25.44
6.52,324,24.63
8.59,337,22.81
8.29,443,23.38
7.52,268,25.06
10.52,342,23.5
6.91,343,25.56
6.2,361,24.38
7.8,357,24.56
5.9,513,25.44
5.61,435,23.63
7.05,416,23.5
6.95,294,24.81
5.93,368,25.19
6.39,555,25.81
6.72,321,23.88
9.81,417,24.5
10.13,391,23.25
6.34,293,24.19
7.23,342,23.31
8.2,418,23.81
10.31,338,23.19
5.55,1295,25.44
8.32,341,25.94
11.01,953,24.0
6.9,321,24.06
7.49,667,24.38
8.15,434,23.06
8.26,307,24.88
10.8,396,23.0
7.63,353,24.19
9.61,368,25.19
5.69,318,25.06
6.86,341,25.56
8.54,329,22.81
8.55,431,23.06
5.96,312,23.38
9.79,344,23.5
9.0,350,24.75
6.56,310,23.81
8.72,343,23.75
6.06,266,24.69
5.58,510,26.56
7.17,368,25.31
10.07,295,23.81
6.52,421,24.75
7.54,536,25.31
8.69,308,23.56
10.15,295,23.81
7.67,329,22.81
9.37,431,24.69
5.95,547,26.63
6.54,341,25.63
7.96,310,24.0
6.83,310,23.56
7.51,444,24.19
7.41,268,24.44
8.49,304,24.38
5.8,506,25.69
5.77,513,25.44
7.3,359,24.31
9.42,366,25.19
6.08,305,25.25
9.87,1020,25.44
8.18,312,23.56
9.1,406,23.81
6.28,302,24.5
6.79,329,22.38
10.83,854,24.94
9.7,363,24.69
7.7,422,24.31
6.92,333,22.69
7.39,342,23.38
6.74,321,24.13
8.52,361,24.44
7.46,302,24.69
10.52,443,23.38
6.98,712,25.06
7.39,302,24.63
6.75,264,25.38
9.85,418,24.88
9.3,311,24.63
7.63,327,25.75
9.04,328,24.5
7.62,412,24.25
10.42,342,23.31
9.54,342,23.44
6.12,285,23.31
7.39,298,24.31
7.11,294,24.81
9.12,340,23.44
7.65,310,23.88
9.21,368,25.25
8.82,335,22.81
8.0,334,23.13
5.87,365,24.81
8.97,309,24.31
6.6,327,24.44
6.12,328,21.94
8.9,308,23.63
7.49,346,23.5
8.24,338,24.94
7.23,331,24.44
9.51,330,22.88
7.6,267,24.38
10.07,299,23.69
7.84,341,23.75
6.94,320,24.75
6.27,543,26.0
9.65,306,24.31
10.31,292,23.75
8.72,348,24.56
5.56,342,25.0
6.88,331,22.75
7.99,346,23.5
8.39,331,22.75
6.98,321,24.13
8.07,312,24.06
6.77,319,24.56
7.21,541,25.63
7.55,317,24.19
8.87,331,22.75
6.47,306,25.5
7.41,416,23.75
8.86,337,23.81
9.28,342,23.38
6.8,452,23.75
9.71,337,22.75
9.24,313,24.44
6.91,339,22.75
8.92,424,24.31
8.77,346,23.5
6.5,449,23.81
6.47,449,23.88
9.04,329,24.25
5.92,566,26.38
8.49,343,23.88
7.52,341,23.75
7.87,350,23.75
7.5,415,24.0
7.43,267,24.13
7.42,340,25.0
6.72,423,24.63
7.91,389,24.81
7.19,1109,24.06
6.28,439,24.06
6.2,431,23.44
6.23,373,25.13
8.31,375,25.25
9.25,683,24.75
6.18,426,23.44
9.5,369,24.63
8.41,340,23.13
10.31,339,22.75
6.58,439,24.13
8.07,319,24.63
6.12,294,24.69
6.39,316,23.56
11.58,389,23.25
6.0,525,26.13
9.05,302,23.94
7.05,319,24.63
7.66,314,23.63
5.88,528,26.19
7.31,341,25.94
7.58,340,24.56
7.38,440,23.5
6.08,305,25.13
6.64,321,24.0
6.47,614,23.94
8.59,313,24.63
7.57,332,24.5
8.35,439,24.19
9.87,361,24.5
8.18,331,22.75
6.62,291,24.44
9.87,337,22.75
6.39,555,25.75
9.14,305,24.94
8.59,338,23.06
7.21,528,26.19
7.62,302,24.38
6.91,318,24.69
7.17,267,25.38
5.79,421,24.56
6.41,304,24.19
9.07,348,24.63
9.0,327,25.31
8.16,308,23.63
6.5,331,22.13
6.84,319,24.13
8.24,438,23.25
6.93,317,24.19
7.81,391,24.63
7.44,448,23.5
10.8,373,24.81
7.83,331,22.81
8.62,315,24.56
8.58,329,22.56
6.65,439,24.19
6.27,545,26.31
6.38,442,24.06
6.43,320,23.88
8.61,349,23.81
6.54,328,21.94
5.9,295,24.5
9.67,343,23.75
5.7,556,26.63
9.76,339,22.75
6.25,540,25.81
8.39,442,23.63
5.67,568,26.56
6.83,313,24.69
8.52,327,22.25
7.85,331,24.19
10.11,421,24.94
8.01,344,24.75
6.78,321,23.88
9.52,340,23.25
7.78,312,23.75
8.41,340,23.13
9.9,445,23.69
7.37,298,24.5
9.24,308,24.06
7.13,304,25.5
9.02,342,23.38
6.53,330,22.13
8.86,307,24.69
9.79,361,24.38
10.09,304,23.88
9.02,815,24.31
6.48,318,23.81
5.84,384,24.75
9.93,344,23.56
8.12,328,22.06
8.52,343,23.75
7.5,329,22.81
7.09,645,24.75
9.16,344,23.25
6.3,407,24.5
6.34,526,26.88
8.46,345,23.63
6.95,1020,25.63
9.78,305,25.06
7.08,304,24.44
8.12,313,24.56
9.25,759,23.31
8.74,313,24.5
6.11,352,23.5
6.78,437,24.0
13.06,553,24.25
7.91,333,22.5
5.71,442,24.0
8.61,372,25.44
7.7,297,24.19
7.48,316,23.75
8.0,434,23.13
7.34,332,24.88
9.36,307,25.0
7.17,444,24.19
8.58,343,24.0
9.98,340,22.88
7.66,312,23.94
8.73,342,23.63
8.44,367,24.88
6.84,431,24.56
8.54,336,23.56
9.83,336,23.0
8.91,747,24.5
8.28,340,25.06
7.02,321,24.19
7.64,316,24.0
8.8,308,24.06
6.35,304,25.5
10.15,336,23.0
6.23,445,23.56
8.02,350,23.56
8.1,311,24.56
8.4,331,22.75
10.89,380,24.75
8.62,309,24.88
6.07,369,24.94
5.97,410,24.31
7.1,305,25.13
9.06,346,23.5
5.73,527,25.38
8.74,342,23.25
9.67,365,24.88
6.43,535,26.88
9.9,1005,23.44
7.51,312,23.38
8.24,372,25.69
5.57,285,23.38
9.58,661,24.81
7.83,314,23.56
7.46,343,25.63
7.24,841,24.5
5.94,305,25.44
6.84,327,22.13
6.49,343,25.56
8.97,340,23.31
5.55,315,24.19
6.55,295,24.38
8.33,389,24.63
6.7,538,25.56
9.96,302,24.13
6.72,436,23.13
7.86,332,24.69
5.79,868,25.06
5.95,561,26.88
6.5,317,24.19
7.61,1100,24.13
9.21,345,23.69
9.62,430,24.88
7.39,689,23.56
7.11,340,25.06
8.92,783,23.19
10.79,393,23.25
6.41,363,24.63
6.36,466,24.5
8.69,330,23.13
5.76,317,24.44
9.4,366,25.31
9.75,343,23.94
7.24,557,26.06
9.86,365,24.44
10.73,341,24.38
8.57,672,24.31
9.42,307,25.0
8.83,339,22.81
9.66,336,23.06
8.46,341,25.44
7.53,331,22.81
9.35,340,22.94
8.78,340,23.19
8.08,340,25.06
7.21,378,24.75
8.25,293,23.81
9.31,310,23.94
10.54,303,23.81
7.33,294,25.38
8.31,378,24.38
10.12,759,22.81
9.13,765,23.63
9.59,342,23.56
5.97,549,25.94
6.37,1092,24.13
10.01,365,24.88
7.58,310,24.06
10.05,336,23.06
8.3,344,23.56
8.54,376,24.44
8.72,372,25.5
5.79,292,23.38
5.65,510,26.44
7.5,313,24.19
9.67,366,25.38
10.14,275,24.19
5.63,536,26.25
5.6,523,24.44
8.68,367,24.88
6.85,439,24.13
5.55,1362,26.44
7.44,314,23.88
6.72,338,25.0
7.8,304,23.94
6.69,334,25.13
7.49,439,24.25
9.43,334,23.19
7.3,540,25.88
5.65,325,24.44
9.22,304,24.06
10.1,372,25.38
6.66,383,24.31
8.28,319,24.44
6.7,296,24.94
8.39,346,23.56
6.45,298,24.88
5.53,518,24.44
8.32,344,23.38
8.66,334,22.94
8.16,341,25.81
7.96,317,24.25
6.93,327,24.06
6.32,541,25.31
5.98,430,25.19
9.37,359,24.69
8.62,343,23.69
8.31,335,22.75
7.84,346,23.63
8.92,301,25.0
7.94,342,24.94
8.06,420,23.69
6.51,332,21.94
6.34,314,23.56
8.14,331,22.56
7.09,298,24.63
5.84,512,25.75
7.5,342,23.25
5.59,361,24.5
11.95,355,24.25
6.32,326,25.13
8.64,303,24.81
6.68,329,22.19
9.5,418,23.81
8.24,309,25.0
6.77,325,24.06
5.59,528,25.94
6.58,452,23.88
5.98,442,23.63
7.49,344,23.44
9.22,307,24.88
10.24,368,25.63
5.92,717,23.88
8.14,314,23.63
5.62,544,26.63
7.72,439,24.25
8.62,418,23.5
8.96,344,23.31
7.85,341,25.81
